,Unnamed: 0,method_str,masked_method,method_name,prediction,prediction_scores,prediction_weighted_score,c2v_pred,c2v_prediction_scores,c2v_prediction_weighted_score
1519,1519,"public FileDescriptor parent() {File parent = file.getParentFile();if (parent == null) {if (type == FileType.Absolute)parent = new File(""/"");elseparent = new File("""");}return new FileDescriptor(parent, type);}
","public FileDescriptor [MASK]() {File [MASK] = file.getParentFile();if ([MASK] == null) {if (type == FileType.Absolute)[MASK] = new File(""/"");else[MASK] = new File("""");}return new FileDescriptor([MASK], type);}
",parent,"[{'value': ['create'], 'probability': 0.1743810623884201}, {'value': ['resolve'], 'probability': 0.11903385072946548}, {'value': ['evaluate'], 'probability': 0.09385332465171814}, {'value': ['get'], 'probability': 0.061102692037820816}, {'value': ['clone'], 'probability': 0.04808659479022026}]","[0.35903737, 0.19900252, 0.19277394, 0.38855353, 0.17683615]",0.1366349439752236,"[{'value': ['get', 'root'], 'probability': 0.41390010714530945}, {'value': ['get', 'file', 'descriptor'], 'probability': 0.28197339177131653}, {'value': ['parent'], 'probability': 0.1082744225859642}, {'value': ['get'], 'probability': 0.06069180369377136}, {'value': ['get', 'parent'], 'probability': 0.04702609404921532}, {'value': ['create'], 'probability': 0.02014314942061901}, {'value': ['get', 'fd'], 'probability': 0.018870925530791283}, {'value': ['get', 'file'], 'probability': 0.01762145571410656}, {'value': ['root'], 'probability': 0.01580033451318741}, {'value': ['get', 'parent', 'file'], 'probability': 0.01569821685552597}]","[0.35249758, 0.33440122, 1.0000001, 0.38855353, 0.8153428, 0.35903737, 0.287105, 0.4420322, 0.18958776, 0.74066764]",0.4454519100828869
1520,1520,"public boolean mkdirs() {if (type == FileType.Classpath)throw new RuntimeException(""Cannot mkdirs with a classpath file: "" + file);return file().mkdirs();}
","public boolean [MASK]() {if (type == FileType.Classpath)throw new RuntimeException(""Cannot [MASK] with a classpath file: "" + file);return file().[MASK]();}
",mkdirs,"[{'value': ['exists'], 'probability': 0.13806098699569702}, {'value': ['run'], 'probability': 0.06183614954352379}, {'value': ['file'], 'probability': 0.05234010890126228}, {'value': ['is'], 'probability': 0.04471467807888985}, {'value': ['read'], 'probability': 0.04424438625574112}]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[{'value': ['mkdirs'], 'probability': 0.7893779277801514}, {'value': ['make', 'dirs'], 'probability': 0.08417670428752899}, {'value': ['create', 'directory'], 'probability': 0.05194613337516785}, {'value': ['create', 'temp', 'folder'], 'probability': 0.013659989461302757}, {'value': ['make', 'directory'], 'probability': 0.013545222580432892}, {'value': ['add', 'class', 'path'], 'probability': 0.012078073807060719}, {'value': ['allocate', 'id'], 'probability': 0.011669887229800224}, {'value': ['create', 'path'], 'probability': 0.0113509651273489}, {'value': ['gen', 'id'], 'probability': 0.006453962065279484}, {'value': ['create', 'temp', 'directory'], 'probability': 0.0057410504668951035}]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
1521,1521,"public boolean exists() {if (type == FileType.Classpath)return FileDescriptor.class.getResource(""/"" + file.getPath().replace('\\', '/')) != null;return file().exists();}
","public boolean [MASK]() {if (type == FileType.Classpath)return FileDescriptor.class.getResource(""/"" + file.getPath().replace('\\', '/')) != null;return file().[MASK]();}
",exists,"[{'value': ['exists'], 'probability': 0.07782965153455734}, {'value': ['run'], 'probability': 0.05542626231908798}, {'value': ['is'], 'probability': 0.04006281495094299}, {'value': ['type'], 'probability': 0.036894675344228745}, {'value': ['matches'], 'probability': 0.03446582704782486}]","[1.0, 0.28839296, 0.65599275, 0.53670955, 0.26025063]",0.1488665890754692,"[{'value': ['exists'], 'probability': 0.7335658073425293}, {'value': ['is', 'installed'], 'probability': 0.17860719561576843}, {'value': ['file', 'exists'], 'probability': 0.050754331052303314}, {'value': ['load'], 'probability': 0.014367438852787018}, {'value': ['is', 'directory'], 'probability': 0.005522868130356073}, {'value': ['save'], 'probability': 0.005432004574686289}, {'value': ['get', 'resource', 'url'], 'probability': 0.0035336818546056747}, {'value': ['has', 'resource'], 'probability': 0.003031102940440178}, {'value': ['resource', 'exists'], 'probability': 0.0028940257616341114}, {'value': ['is', 'accessible'], 'probability': 0.0022916696034371853}]","[1.0, 0.56085086, 0.7983368, 0.2210155, 0.62530106, 0.24773921, 0.45176488, 0.538188, 0.81066865, 0.6717786]",0.8893447464876493
1522,1522,"public boolean delete() {if (type == FileType.Classpath)throw new RuntimeException(""Cannot delete a classpath file: "" + file);return file().delete();}
","public boolean [MASK]() {if (type == FileType.Classpath)throw new RuntimeException(""Cannot [MASK] a classpath file: "" + file);return file().[MASK]();}
",delete,"[{'value': ['exists'], 'probability': 0.1422930359840393}, {'value': ['run'], 'probability': 0.058022234588861465}, {'value': ['type'], 'probability': 0.0552673414349556}, {'value': ['file'], 'probability': 0.051041990518569946}, {'value': ['is'], 'probability': 0.04512923210859299}]","[0.11091113, 0.13931048, 0.20517465, 0.50485307, 0.06764898]",0.0640260965278964,"[{'value': ['delete'], 'probability': 0.5452573299407959}, {'value': ['remove'], 'probability': 0.3352607786655426}, {'value': ['delete', 'file'], 'probability': 0.0348760187625885}, {'value': ['is', 'delete'], 'probability': 0.022962190210819244}, {'value': ['delete', 'directory'], 'probability': 0.021214712411165237}, {'value': ['do', 'delete'], 'probability': 0.008908056654036045}, {'value': ['delete', 'test'], 'probability': 0.00843733362853527}, {'value': ['get', 'delete'], 'probability': 0.008401659317314625}, {'value': ['delete', 'files'], 'probability': 0.007710721809417009}, {'value': ['delete', 'project'], 'probability': 0.006971160881221294}]","[1.0, 0.5385779, 0.8637192, 0.70066404, 0.827507, 0.7730317, 0.7130186, 0.7855709, 0.8763568, 0.68082464]",0.8205943337250874
1523,1523,"public boolean deleteDirectory() {if (type == FileType.Classpath)throw new RuntimeException(""Cannot delete a classpath file: "" + file);return deleteDirectory(file());}
","public boolean [MASK]() {if (type == FileType.Classpath)throw new RuntimeException(""Cannot delete a classpath file: "" + file);return [MASK](file());}
",deleteDirectory,"[{'value': ['file'], 'probability': 0.16094304621219635}, {'value': ['exists'], 'probability': 0.1456761360168457}, {'value': ['run'], 'probability': 0.05657763034105301}, {'value': ['is'], 'probability': 0.04403741657733917}, {'value': ['read'], 'probability': 0.03484809026122093}]","[0.50485307, 0.11091113, 0.13931048, 0.06764898, 0.3864924]",0.1217391609955552,"[{'value': ['delete', 'directory'], 'probability': 0.9992156028747559}, {'value': ['force', 'delete'], 'probability': 0.0002363164530834183}, {'value': ['delete', 'file', 'or', 'folder'], 'probability': 0.00020505230349954218}, {'value': ['clean', 'directory'], 'probability': 0.00010326756455469877}, {'value': ['clean'], 'probability': 5.7450368331046775e-05}, {'value': ['remove', 'coverage', 'store'], 'probability': 4.5122778828954324e-05}, {'value': ['remove', 'coverage'], 'probability': 4.1633364162407815e-05}, {'value': ['delete', 'db'], 'probability': 3.3110525691881776e-05}, {'value': ['clear', 'cache'], 'probability': 3.197271507815458e-05}, {'value': ['delete'], 'probability': 3.0407463782466948e-05}]","[0.827507, 0.71007407, 0.7473795, 0.3625966, 0.19046272, 0.4061504, 0.42450675, 0.7548904, 0.25403666, 1.0]",0.8273268713853067
1524,1524,"public void copyTo(FileDescriptor dest) {if (!isDirectory()) {if (dest.isDirectory())dest = dest.child(name());copyFile(this, dest);return;}if (dest.exists()) {if (!dest.isDirectory())throw new RuntimeException(""Destination exists but is not a directory: "" + dest);} else {dest.mkdirs();if (!dest.isDirectory())throw new RuntimeException(""Destination directory cannot be created: "" + dest);}dest = dest.child(name());copyDirectory(this, dest);}
","public void [MASK](FileDescriptor dest) {if (!isDirectory()) {if (dest.isDirectory())dest = dest.child(name());copyFile(this, dest);return;}if (dest.exists()) {if (!dest.isDirectory())throw new RuntimeException(""Destination exists but is not a directory: "" + dest);} else {dest.mkdirs();if (!dest.isDirectory())throw new RuntimeException(""Destination directory cannot be created: "" + dest);}dest = dest.child(name());copyDirectory(this, dest);}
",copyTo,"[{'value': ['copy'], 'probability': 0.29427340626716614}, {'value': ['read'], 'probability': 0.26322582364082336}, {'value': ['write'], 'probability': 0.0412333644926548}, {'value': ['file'], 'probability': 0.02977653592824936}, {'value': ['create'], 'probability': 0.020612094551324844}]","[1.0, 0.7205266, 0.59803283, 0.6146836, 0.3987844]",0.5351164443219596,"[{'value': ['copy', 'directory'], 'probability': 0.6310246586799622}, {'value': ['copy'], 'probability': 0.30378758907318115}, {'value': ['set', 'destination'], 'probability': 0.022699270397424698}, {'value': ['copy', 'files'], 'probability': 0.013154780492186546}, {'value': ['copy', 'to'], 'probability': 0.009504047222435474}, {'value': ['copy', 'file'], 'probability': 0.006242888513952494}, {'value': ['copy', 'recursively'], 'probability': 0.003656289540231228}, {'value': ['rename', 'to'], 'probability': 0.003473133547231555}, {'value': ['move'], 'probability': 0.0032381995115429163}, {'value': ['copy', 'file', 'to', 'dir'], 'probability': 0.0032191399950534105}]","[0.84431636, 1.0, 0.35429475, 0.88358617, 0.7977572, 0.8865658, 0.667101, 0.42010927, 0.3794922, 0.7401552]",0.8768640446247888
1525,1525,"public void moveTo(FileDescriptor dest) {if (type == FileType.Classpath)throw new RuntimeException(""Cannot move a classpath file: "" + file);copyTo(dest);delete();}
","public void [MASK](FileDescriptor dest) {if (type == FileType.Classpath)throw new RuntimeException(""Cannot move a classpath file: "" + file);copyTo(dest);delete();}
",moveTo,"[{'value': ['copy'], 'probability': 0.14820025861263275}, {'value': ['read'], 'probability': 0.11206689476966858}, {'value': ['write'], 'probability': 0.06733912229537964}, {'value': ['convert'], 'probability': 0.053155701607465744}, {'value': ['accept'], 'probability': 0.034717101603746414}]","[0.3794922, 0.46430317, 0.49779233, 0.49005774, 0.6336659]",0.1898431609576011,"[{'value': ['copy'], 'probability': 0.3129434585571289}, {'value': ['move'], 'probability': 0.19605886936187744}, {'value': ['move', 'to'], 'probability': 0.12008453160524368}, {'value': ['transfer', 'to'], 'probability': 0.0680718794465065}, {'value': ['delete'], 'probability': 0.06752674281597137}, {'value': ['free'], 'probability': 0.06684844940900803}, {'value': ['test', 'copy', 'to'], 'probability': 0.06479804962873459}, {'value': ['apply'], 'probability': 0.060106344521045685}, {'value': ['copy', 'to'], 'probability': 0.02226421982049942}, {'value': ['replace'], 'probability': 0.021297449246048927}]","[0.3794922, 0.99999994, 0.93805903, 0.82428855, 0.24743508, 0.6146899, 0.70765674, 0.5332758, 0.73345125, 0.54270124]",0.6471711683857941
1526,1526,"public long length() {if (type == FileType.Classpath || !file.exists()) {InputStream input = read();try {return input.available();} catch (Exception ignored) {} finally {try {input.close();} catch (IOException ignored) {}}return 0;}return file().length();}
","public long [MASK]() {if (type == FileType.Classpath || !file.exists()) {InputStream input = read();try {return input.available();} catch (Exception ignored) {} finally {try {input.close();} catch (IOException ignored) {}}return 0;}return file().[MASK]();}
",length,"[{'value': ['read'], 'probability': 0.6412515044212341}, {'value': ['get'], 'probability': 0.06920339912176132}, {'value': ['file'], 'probability': 0.028955431655049324}, {'value': ['run'], 'probability': 0.021817076951265335}, {'value': ['exists'], 'probability': 0.014715437777340412}]","[0.310966, 0.3304365, 0.2551272, 0.39406276, 0.3964841]",0.2440938063695207,"[{'value': ['length'], 'probability': 0.5784174799919128}, {'value': ['get', 'length'], 'probability': 0.21876169741153717}, {'value': ['get', 'size'], 'probability': 0.07809939235448837}, {'value': ['size'], 'probability': 0.06512516736984253}, {'value': ['get', 'count'], 'probability': 0.013135130517184734}, {'value': ['get', 'content', 'length'], 'probability': 0.012686826288700104}, {'value': ['get', 'level'], 'probability': 0.011308751069009304}, {'value': ['get', 'prefix', 'length'], 'probability': 0.008657252416014671}, {'value': ['get', 'message', 'count'], 'probability': 0.007176949176937342}, {'value': ['get', 'last', 'id'], 'probability': 0.006631392519921064}]","[1.0, 0.82353365, 0.56652945, 0.62106156, 0.37898242, 0.7397084, 0.44244114, 0.78770286, 0.37142923, 0.34084743]",0.8743787995119011
1527,1527,"public long lastModified() {return file().lastModified();}
","public long [MASK]() {return file().[MASK]();}
",lastModified,"[{'value': ['file'], 'probability': 0.8451724052429199}, {'value': ['list'], 'probability': 0.0445026196539402}, {'value': ['get'], 'probability': 0.02415314130485058}, {'value': ['document'], 'probability': 0.005797339603304863}, {'value': ['run'], 'probability': 0.005447088740766048}]","[0.30492696, 0.57452303, 0.62151444, 0.44467384, 0.700201]",0.304687141743074,"[{'value': ['last', 'modified'], 'probability': 0.6959933042526245}, {'value': ['get', 'last', 'modified'], 'probability': 0.2924589216709137}, {'value': ['last', 'modified', 'time'], 'probability': 0.0038329623639583588}, {'value': ['set', 'last', 'modified'], 'probability': 0.0019494062289595604}, {'value': ['get', 'last', 'read'], 'probability': 0.0014452259056270123}, {'value': ['get', 'time', 'stamp'], 'probability': 0.0012872088700532913}, {'value': ['file', 'modified'], 'probability': 0.0010349693475291133}, {'value': ['get', 'last', 'modified', 'time'], 'probability': 0.0009145583608187735}, {'value': ['get', 'modification', 'date'], 'probability': 0.0005875190836377442}, {'value': ['lastmodified'], 'probability': 0.0004959424259141088}]","[0.8345882, 0.83679587, 0.8853094, 0.8518652, 0.8283365, 0.7327098, 0.36727202, 0.86176074, 0.65908396, 0.0]",0.8343459598439252
1528,1528,"public String toString() {return file.getPath();}
","public String [MASK]() {return file.getPath();}
",toString,"[{'value': ['file'], 'probability': 0.8083974719047546}, {'value': ['get'], 'probability': 0.05385511368513107}, {'value': ['name'], 'probability': 0.015705980360507965}, {'value': ['format'], 'probability': 0.014447750523686409}, {'value': ['path'], 'probability': 0.013636602088809013}]","[0.42329797, 0.7566794, 0.5570883, 0.31030634, 0.45447192]",0.402374365381834,"[{'value': ['get', 'path'], 'probability': 0.7761354446411133}, {'value': ['path'], 'probability': 0.09793504327535629}, {'value': ['get', 'name'], 'probability': 0.033969197422266006}, {'value': ['get', 'file', 'path'], 'probability': 0.02569887414574623}, {'value': ['get', 'file', 'name'], 'probability': 0.017952395603060722}, {'value': ['get', 'filename'], 'probability': 0.01559347566217184}, {'value': ['get', 'source', 'path'], 'probability': 0.013944746926426888}, {'value': ['to', 'string'], 'probability': 0.00790475495159626}, {'value': ['get', 'absolute', 'path'], 'probability': 0.006437402218580246}, {'value': ['get', 'catalina', 'home'], 'probability': 0.004428591579198837}]","[0.7135369, 0.45447192, 0.7662066, 0.7122128, 0.73089, 0.5451606, 0.7318511, 0.84910345, 0.687526, 0.7026275]",0.6887176363518819
